date,open,high,low,close,volume,stock_name,ticker
09/29/2025,44.0,43.0,43.0,43.0,748.79K,Custodian Allied,CUSTODIAN
09/26/2025,48.3,44.0,43.5,44.0,2.64M,Custodian Allied,CUSTODIAN
09/25/2025,48.3,48.3,48.3,48.3,404.33K,Custodian Allied,CUSTODIAN
09/24/2025,48.3,48.3,48.3,48.3,711.11K,Custodian Allied,CUSTODIAN
09/23/2025,44.15,48.3,43.0,48.3,6.65M,Custodian Allied,CUSTODIAN
09/22/2025,44.15,44.15,44.15,44.15,373.44K,Custodian Allied,CUSTODIAN
09/19/2025,44.15,44.15,44.15,44.15,574.79K,Custodian Allied,CUSTODIAN
09/18/2025,44.15,44.15,44.15,44.15,216.98K,Custodian Allied,CUSTODIAN
09/17/2025,44.8,44.8,44.15,44.15,2.95M,Custodian Allied,CUSTODIAN
09/16/2025,40.75,44.8,44.5,44.8,2.12M,Custodian Allied,CUSTODIAN
09/15/2025,40.75,40.75,40.75,40.75,635.69K,Custodian Allied,CUSTODIAN
09/12/2025,40.75,40.75,40.75,40.75,425.94K,Custodian Allied,CUSTODIAN
09/11/2025,40.75,40.75,40.75,40.75,407.14K,Custodian Allied,CUSTODIAN
09/10/2025,40.75,40.75,40.75,40.75,422.01K,Custodian Allied,CUSTODIAN
09/09/2025,40.75,40.75,40.75,40.75,12.59M,Custodian Allied,CUSTODIAN
09/08/2025,40.75,40.75,40.75,40.75,731.18K,Custodian Allied,CUSTODIAN
09/04/2025,40.75,40.75,40.75,40.75,860.27K,Custodian Allied,CUSTODIAN
09/03/2025,40.75,40.75,40.75,40.75,796.25K,Custodian Allied,CUSTODIAN
09/02/2025,40.75,40.75,40.75,40.75,1.97M,Custodian Allied,CUSTODIAN
09/01/2025,40.75,40.75,40.75,40.75,2.56M,Custodian Allied,CUSTODIAN
08/29/2025,40.75,40.75,40.75,40.75,122.48K,Custodian Allied,CUSTODIAN
08/28/2025,40.75,40.75,40.75,40.75,517.85K,Custodian Allied,CUSTODIAN
08/27/2025,40.75,40.75,40.75,40.75,1.06M,Custodian Allied,CUSTODIAN
08/26/2025,40.75,40.75,40.75,40.75,249.20K,Custodian Allied,CUSTODIAN
08/25/2025,40.75,40.75,40.75,40.75,195.47K,Custodian Allied,CUSTODIAN
08/22/2025,39.9,40.75,40.75,40.75,398.97K,Custodian Allied,CUSTODIAN
08/21/2025,38.05,39.9,39.9,39.9,761.83K,Custodian Allied,CUSTODIAN
08/20/2025,40.0,40.0,38.05,38.05,605.91K,Custodian Allied,CUSTODIAN
08/19/2025,40.95,40.0,40.0,40.0,1.31M,Custodian Allied,CUSTODIAN
08/18/2025,37.25,40.95,40.8,40.95,1.90M,Custodian Allied,CUSTODIAN
08/15/2025,37.5,37.5,37.5,37.5,393.77K,Custodian Allied,CUSTODIAN
08/14/2025,41.0,40.95,37.05,37.5,2.34M,Custodian Allied,CUSTODIAN
08/13/2025,37.9,41.5,40.0,41.0,3.29M,Custodian Allied,CUSTODIAN
08/12/2025,41.9,42.0,37.9,37.9,1.87M,Custodian Allied,CUSTODIAN
08/11/2025,40.45,44.45,41.0,41.9,2.79M,Custodian Allied,CUSTODIAN
08/08/2025,44.2,40.45,40.0,40.45,3.64M,Custodian Allied,CUSTODIAN
08/07/2025,43.05,47.35,44.2,44.2,5.65M,Custodian Allied,CUSTODIAN
08/06/2025,39.15,43.05,43.05,43.05,5.59M,Custodian Allied,CUSTODIAN
08/05/2025,39.15,39.15,39.15,39.15,1.81M,Custodian Allied,CUSTODIAN
08/04/2025,39.0,39.15,39.0,39.15,1.84M,Custodian Allied,CUSTODIAN
08/01/2025,36.0,39.0,39.0,39.0,752.29K,Custodian Allied,CUSTODIAN
07/31/2025,36.3,36.3,36.0,36.0,2.41M,Custodian Allied,CUSTODIAN
07/30/2025,33.0,33.0,33.0,33.0,142.48K,Custodian Allied,CUSTODIAN
07/29/2025,30.5,33.0,33.0,33.0,803.02K,Custodian Allied,CUSTODIAN
07/28/2025,30.5,30.5,30.5,30.5,160.20K,Custodian Allied,CUSTODIAN
07/25/2025,30.5,30.5,30.5,30.5,547.19K,Custodian Allied,CUSTODIAN
07/24/2025,30.0,30.5,30.5,30.5,745.25K,Custodian Allied,CUSTODIAN
07/23/2025,30.0,30.0,29.95,30.0,1.44M,Custodian Allied,CUSTODIAN
07/22/2025,30.0,30.0,30.0,30.0,355.27K,Custodian Allied,CUSTODIAN
07/21/2025,30.0,30.0,27.0,30.0,1.82M,Custodian Allied,CUSTODIAN
07/18/2025,29.0,30.0,30.0,30.0,995.54K,Custodian Allied,CUSTODIAN
07/17/2025,29.0,29.0,29.0,29.0,622.87K,Custodian Allied,CUSTODIAN
07/16/2025,29.0,29.0,29.0,29.0,368.53K,Custodian Allied,CUSTODIAN
07/14/2025,29.0,29.0,29.0,29.0,24.35M,Custodian Allied,CUSTODIAN
07/11/2025,29.15,29.0,29.0,29.0,28.43M,Custodian Allied,CUSTODIAN
07/10/2025,29.8,29.15,28.6,29.15,1.49M,Custodian Allied,CUSTODIAN
07/09/2025,27.9,29.8,29.8,29.8,1.98M,Custodian Allied,CUSTODIAN
07/08/2025,28.1,27.9,27.9,27.9,1.20M,Custodian Allied,CUSTODIAN
07/07/2025,28.1,28.1,28.1,28.1,731.22K,Custodian Allied,CUSTODIAN
07/04/2025,28.1,28.1,28.1,28.1,649.81K,Custodian Allied,CUSTODIAN
07/03/2025,27.1,28.1,28.0,28.1,737.17K,Custodian Allied,CUSTODIAN
07/02/2025,27.1,27.1,27.1,27.1,792.81K,Custodian Allied,CUSTODIAN
07/01/2025,27.1,27.1,27.1,27.1,287.81K,Custodian Allied,CUSTODIAN
06/30/2025,25.05,27.1,26.7,27.1,1.67M,Custodian Allied,CUSTODIAN
06/27/2025,25.0,25.05,25.05,25.05,834.15K,Custodian Allied,CUSTODIAN
06/26/2025,25.05,25.05,25.0,25.0,1.19M,Custodian Allied,CUSTODIAN
06/25/2025,25.05,25.05,25.05,25.05,469.01K,Custodian Allied,CUSTODIAN
06/24/2025,25.0,25.6,25.05,25.05,19.01M,Custodian Allied,CUSTODIAN
06/23/2025,25.5,25.0,24.55,25.0,21.49M,Custodian Allied,CUSTODIAN
06/20/2025,26.0,26.0,25.0,25.5,22.75M,Custodian Allied,CUSTODIAN
06/19/2025,24.7,26.5,24.9,26.0,1.22M,Custodian Allied,CUSTODIAN
06/18/2025,22.75,24.7,24.7,24.7,581.88K,Custodian Allied,CUSTODIAN
06/17/2025,24.9,22.75,22.75,22.75,4.83M,Custodian Allied,CUSTODIAN
06/16/2025,24.9,24.9,24.9,24.9,672.70K,Custodian Allied,CUSTODIAN
06/13/2025,23.0,24.9,22.0,24.9,6.10M,Custodian Allied,CUSTODIAN
06/11/2025,22.0,23.0,23.0,23.0,1.03M,Custodian Allied,CUSTODIAN
06/10/2025,22.0,22.0,22.0,22.0,9.73M,Custodian Allied,CUSTODIAN
06/05/2025,22.0,22.0,22.0,22.0,569.19K,Custodian Allied,CUSTODIAN
06/04/2025,22.0,22.0,22.0,22.0,581.36K,Custodian Allied,CUSTODIAN
06/03/2025,22.0,22.0,22.0,22.0,1.08M,Custodian Allied,CUSTODIAN
06/02/2025,22.4,22.0,22.0,22.0,1.90M,Custodian Allied,CUSTODIAN
05/30/2025,22.4,22.5,22.4,22.4,1.39M,Custodian Allied,CUSTODIAN
05/29/2025,20.6,22.4,22.4,22.4,1.78M,Custodian Allied,CUSTODIAN
05/28/2025,20.0,21.2,20.15,20.6,37.48M,Custodian Allied,CUSTODIAN
05/27/2025,19.7,20.0,20.0,20.0,37.59M,Custodian Allied,CUSTODIAN
05/26/2025,21.8,19.9,19.7,19.7,37.16M,Custodian Allied,CUSTODIAN
05/23/2025,21.8,21.8,21.8,21.8,498.83K,Custodian Allied,CUSTODIAN
05/22/2025,20.0,21.8,20.1,21.8,38.55M,Custodian Allied,CUSTODIAN
05/21/2025,19.6,20.0,19.6,20.0,36.49M,Custodian Allied,CUSTODIAN
05/20/2025,19.45,20.25,19.6,19.6,35.64M,Custodian Allied,CUSTODIAN
05/19/2025,17.95,19.7,18.9,19.45,13.03M,Custodian Allied,CUSTODIAN
05/16/2025,17.95,17.95,17.95,17.95,31.04K,Custodian Allied,CUSTODIAN
05/15/2025,18.0,18.0,17.95,17.95,1.25M,Custodian Allied,CUSTODIAN
05/14/2025,18.0,18.05,18.0,18.0,958.09K,Custodian Allied,CUSTODIAN
05/13/2025,17.95,18.0,17.95,18.0,840.37K,Custodian Allied,CUSTODIAN
05/12/2025,17.95,17.95,17.95,17.95,1.13M,Custodian Allied,CUSTODIAN
05/09/2025,17.95,17.95,17.95,17.95,379.51K,Custodian Allied,CUSTODIAN
05/08/2025,17.95,17.95,17.95,17.95,19.32M,Custodian Allied,CUSTODIAN
05/07/2025,17.95,17.95,17.85,17.95,1.31M,Custodian Allied,CUSTODIAN
05/06/2025,17.15,17.95,17.7,17.95,2.96M,Custodian Allied,CUSTODIAN
05/05/2025,18.0,17.15,17.15,17.15,797.46K,Custodian Allied,CUSTODIAN
05/02/2025,18.0,18.0,17.95,18.0,5.60M,Custodian Allied,CUSTODIAN
04/30/2025,18.0,18.0,18.0,18.0,5.29M,Custodian Allied,CUSTODIAN
04/29/2025,18.0,18.0,17.95,18.0,1.51M,Custodian Allied,CUSTODIAN
04/28/2025,17.2,18.0,17.2,18.0,791.63K,Custodian Allied,CUSTODIAN
04/25/2025,18.1,17.2,17.2,17.2,2.27M,Custodian Allied,CUSTODIAN
04/24/2025,18.1,18.1,18.1,18.1,126.28K,Custodian Allied,CUSTODIAN
04/23/2025,18.0,18.1,18.1,18.1,1.05M,Custodian Allied,CUSTODIAN
04/22/2025,17.9,18.0,18.0,18.0,1.37M,Custodian Allied,CUSTODIAN
04/17/2025,16.8,17.9,16.8,17.9,1.31M,Custodian Allied,CUSTODIAN
04/16/2025,17.8,16.8,16.8,16.8,4.61M,Custodian Allied,CUSTODIAN
04/15/2025,16.8,17.8,17.8,17.8,314.08K,Custodian Allied,CUSTODIAN
04/14/2025,17.0,18.0,17.0,17.9,3.83M,Custodian Allied,CUSTODIAN
04/11/2025,17.0,17.0,17.0,17.0,4.53M,Custodian Allied,CUSTODIAN
04/10/2025,17.2,17.2,17.0,17.0,10.47M,Custodian Allied,CUSTODIAN
04/09/2025,17.0,17.2,17.0,17.2,1.66M,Custodian Allied,CUSTODIAN
04/08/2025,18.0,17.0,17.0,17.0,1.10M,Custodian Allied,CUSTODIAN
04/07/2025,18.45,18.0,18.0,18.0,2.66M,Custodian Allied,CUSTODIAN
04/04/2025,18.45,18.45,18.45,18.45,339.13K,Custodian Allied,CUSTODIAN
04/03/2025,18.4,18.65,18.0,18.45,2.80M,Custodian Allied,CUSTODIAN
04/02/2025,19.5,18.4,17.55,18.4,3.47M,Custodian Allied,CUSTODIAN
03/28/2025,19.5,19.5,19.5,19.5,468.19K,Custodian Allied,CUSTODIAN
03/27/2025,20.9,19.5,19.5,19.5,1.23M,Custodian Allied,CUSTODIAN
03/26/2025,20.9,20.9,20.9,20.9,376.68K,Custodian Allied,CUSTODIAN
03/25/2025,20.9,20.9,20.9,20.9,400.21K,Custodian Allied,CUSTODIAN
03/24/2025,20.9,20.9,20.9,20.9,346.52K,Custodian Allied,CUSTODIAN
03/21/2025,20.0,20.9,20.0,20.9,952.32K,Custodian Allied,CUSTODIAN
03/20/2025,21.5,20.1,20.0,20.0,1.49M,Custodian Allied,CUSTODIAN
03/19/2025,21.5,21.5,21.5,21.5,1.24M,Custodian Allied,CUSTODIAN
03/18/2025,19.6,21.5,19.6,21.5,9.47M,Custodian Allied,CUSTODIAN
03/17/2025,19.6,19.6,19.6,19.6,899.23K,Custodian Allied,CUSTODIAN
03/14/2025,20.15,20.15,19.6,19.6,51.11M,Custodian Allied,CUSTODIAN
03/13/2025,20.0,20.15,20.0,20.15,878.47K,Custodian Allied,CUSTODIAN
03/12/2025,20.0,20.0,20.0,20.0,685.37K,Custodian Allied,CUSTODIAN
03/11/2025,19.85,20.0,19.9,20.0,1.04M,Custodian Allied,CUSTODIAN
03/10/2025,19.9,19.85,19.0,19.85,3.30M,Custodian Allied,CUSTODIAN
03/07/2025,19.9,19.9,19.9,19.9,171.79K,Custodian Allied,CUSTODIAN
03/06/2025,19.05,19.9,19.1,19.9,4.01M,Custodian Allied,CUSTODIAN
03/05/2025,19.1,19.75,19.05,19.05,1.06M,Custodian Allied,CUSTODIAN
03/04/2025,19.05,19.1,19.0,19.1,3.19M,Custodian Allied,CUSTODIAN
03/03/2025,19.05,19.05,19.05,19.05,223.39K,Custodian Allied,CUSTODIAN
02/28/2025,19.2,19.25,19.05,19.05,6.12M,Custodian Allied,CUSTODIAN
02/27/2025,19.2,19.3,19.2,19.2,5.08M,Custodian Allied,CUSTODIAN
02/26/2025,19.0,19.2,19.2,19.2,642.30K,Custodian Allied,CUSTODIAN
02/25/2025,19.0,19.0,19.0,19.0,749.14K,Custodian Allied,CUSTODIAN
02/24/2025,19.0,19.0,19.0,19.0,219.37K,Custodian Allied,CUSTODIAN
02/21/2025,19.0,19.0,19.0,19.0,35.90K,Custodian Allied,CUSTODIAN
02/20/2025,19.0,19.0,19.0,19.0,743.40K,Custodian Allied,CUSTODIAN
02/19/2025,19.0,19.0,19.0,19.0,370.40K,Custodian Allied,CUSTODIAN
02/18/2025,19.95,19.05,18.8,19.0,989.79K,Custodian Allied,CUSTODIAN
02/17/2025,19.95,19.95,19.95,19.95,569.63K,Custodian Allied,CUSTODIAN
02/14/2025,19.8,19.95,19.95,19.95,611.69K,Custodian Allied,CUSTODIAN
02/13/2025,19.9,19.8,19.8,19.8,525.42K,Custodian Allied,CUSTODIAN
02/12/2025,19.9,19.9,19.9,19.9,333.50K,Custodian Allied,CUSTODIAN
02/11/2025,19.4,19.9,19.4,19.9,920.07K,Custodian Allied,CUSTODIAN
02/10/2025,18.6,19.4,19.0,19.4,500.00K,Custodian Allied,CUSTODIAN
02/07/2025,18.55,18.6,18.6,18.6,1.15M,Custodian Allied,CUSTODIAN
02/06/2025,18.55,18.55,18.55,18.55,444.94K,Custodian Allied,CUSTODIAN
02/05/2025,18.5,18.55,18.55,18.55,1.28M,Custodian Allied,CUSTODIAN
02/04/2025,18.9,18.5,18.0,18.5,2.17M,Custodian Allied,CUSTODIAN
02/03/2025,18.9,18.9,18.9,18.9,414.93K,Custodian Allied,CUSTODIAN
01/31/2025,19.45,19.45,18.9,18.9,2.10M,Custodian Allied,CUSTODIAN
01/30/2025,19.55,19.45,19.25,19.45,536.22K,Custodian Allied,CUSTODIAN
01/29/2025,19.55,19.55,19.55,19.55,1.50M,Custodian Allied,CUSTODIAN
01/28/2025,19.55,19.55,19.55,19.55,1.05M,Custodian Allied,CUSTODIAN
01/27/2025,19.0,19.55,19.0,19.55,906.62K,Custodian Allied,CUSTODIAN
01/24/2025,18.6,19.0,19.0,19.0,2.01M,Custodian Allied,CUSTODIAN
01/23/2025,18.5,18.6,18.6,18.6,1.39M,Custodian Allied,CUSTODIAN
01/22/2025,18.5,18.5,18.5,18.5,571.78K,Custodian Allied,CUSTODIAN
01/21/2025,19.0,18.5,18.5,18.5,843.93K,Custodian Allied,CUSTODIAN
01/20/2025,19.0,19.0,19.0,19.0,880.85K,Custodian Allied,CUSTODIAN
01/17/2025,18.5,19.0,19.0,19.0,525.64K,Custodian Allied,CUSTODIAN
01/16/2025,18.0,18.5,18.1,18.5,870.92K,Custodian Allied,CUSTODIAN
01/15/2025,18.15,18.15,18.0,18.0,2.35M,Custodian Allied,CUSTODIAN
01/14/2025,19.0,18.15,18.15,18.15,1.17M,Custodian Allied,CUSTODIAN
01/13/2025,19.7,19.7,19.0,19.0,2.67M,Custodian Allied,CUSTODIAN
01/10/2025,19.0,19.7,18.5,19.7,2.99M,Custodian Allied,CUSTODIAN
01/09/2025,18.0,19.0,18.5,19.0,1.02M,Custodian Allied,CUSTODIAN
01/08/2025,18.0,18.0,18.0,18.0,1.54M,Custodian Allied,CUSTODIAN
01/07/2025,18.65,18.2,17.6,18.0,2.20M,Custodian Allied,CUSTODIAN
01/06/2025,18.0,19.7,18.6,18.65,2.61M,Custodian Allied,CUSTODIAN
01/03/2025,17.1,18.8,18.0,18.0,3.94M,Custodian Allied,CUSTODIAN
01/02/2025,17.1,17.1,17.1,17.1,484.11K,Custodian Allied,CUSTODIAN
12/31/2024,17.1,17.1,17.1,17.1,367.74K,Custodian Allied,CUSTODIAN
12/30/2024,17.1,17.1,17.1,17.1,266.53K,Custodian Allied,CUSTODIAN
12/27/2024,16.95,17.1,17.05,17.1,880.92K,Custodian Allied,CUSTODIAN
12/24/2024,16.95,16.95,16.95,16.95,627.01K,Custodian Allied,CUSTODIAN
12/23/2024,15.45,16.95,16.9,16.95,2.74M,Custodian Allied,CUSTODIAN
12/20/2024,14.6,15.45,15.2,15.45,1.23M,Custodian Allied,CUSTODIAN
12/19/2024,13.9,14.6,14.6,14.6,628.31K,Custodian Allied,CUSTODIAN
12/18/2024,14.05,14.3,13.9,13.9,1.65M,Custodian Allied,CUSTODIAN
12/17/2024,14.05,14.05,14.05,14.05,751.63K,Custodian Allied,CUSTODIAN
12/16/2024,14.2,14.2,14.05,14.05,2.09M,Custodian Allied,CUSTODIAN
12/13/2024,13.85,15.0,14.2,14.2,2.75M,Custodian Allied,CUSTODIAN
12/12/2024,12.6,13.85,13.75,13.85,1.61M,Custodian Allied,CUSTODIAN
12/11/2024,12.6,12.6,12.6,12.6,965.42K,Custodian Allied,CUSTODIAN
12/10/2024,12.5,12.6,12.6,12.6,711.07K,Custodian Allied,CUSTODIAN
12/09/2024,12.6,12.5,12.5,12.5,718.15K,Custodian Allied,CUSTODIAN
12/06/2024,12.6,12.6,12.6,12.6,195.51K,Custodian Allied,CUSTODIAN
12/05/2024,12.6,12.6,12.6,12.6,533.45K,Custodian Allied,CUSTODIAN
12/04/2024,12.8,12.6,12.6,12.6,759.11K,Custodian Allied,CUSTODIAN
12/03/2024,12.8,12.8,12.8,12.8,809.36K,Custodian Allied,CUSTODIAN
12/02/2024,12.95,12.8,12.7,12.8,575.71K,Custodian Allied,CUSTODIAN
11/29/2024,12.6,12.95,12.9,12.95,742.97K,Custodian Allied,CUSTODIAN
11/28/2024,12.6,12.6,12.6,12.6,1.17M,Custodian Allied,CUSTODIAN
11/27/2024,12.6,12.6,12.6,12.6,3.09M,Custodian Allied,CUSTODIAN
11/26/2024,12.6,12.65,12.6,12.6,524.57K,Custodian Allied,CUSTODIAN
11/25/2024,12.6,12.7,12.6,12.6,3.16M,Custodian Allied,CUSTODIAN
11/22/2024,12.0,12.6,12.5,12.6,867.80K,Custodian Allied,CUSTODIAN
11/21/2024,12.0,12.3,12.0,12.0,7.62M,Custodian Allied,CUSTODIAN
11/20/2024,12.0,12.0,12.0,12.0,119.38K,Custodian Allied,CUSTODIAN
11/19/2024,12.0,12.0,11.85,12.0,6.44M,Custodian Allied,CUSTODIAN
11/18/2024,12.0,12.0,12.0,12.0,685.83K,Custodian Allied,CUSTODIAN
11/15/2024,12.0,12.0,11.95,12.0,2.34M,Custodian Allied,CUSTODIAN
11/14/2024,12.55,12.55,11.95,12.0,2.33M,Custodian Allied,CUSTODIAN
11/13/2024,12.6,12.6,12.6,12.6,178.06K,Custodian Allied,CUSTODIAN
11/12/2024,12.6,12.6,12.6,12.6,1.64M,Custodian Allied,CUSTODIAN
11/11/2024,11.6,12.6,12.6,12.6,736.94K,Custodian Allied,CUSTODIAN
11/08/2024,12.0,11.8,11.5,11.6,3.10M,Custodian Allied,CUSTODIAN
11/07/2024,12.0,12.0,12.0,12.0,2.60M,Custodian Allied,CUSTODIAN
11/06/2024,12.05,12.0,12.0,12.0,1.61M,Custodian Allied,CUSTODIAN
11/05/2024,12.0,12.05,12.05,12.05,1.64M,Custodian Allied,CUSTODIAN
11/04/2024,12.0,12.1,12.0,12.0,4.41M,Custodian Allied,CUSTODIAN
11/01/2024,12.9,12.0,12.0,12.0,693.19K,Custodian Allied,CUSTODIAN
10/31/2024,12.9,12.9,12.9,12.9,4.74M,Custodian Allied,CUSTODIAN
10/30/2024,11.9,13.05,12.35,12.9,18.81M,Custodian Allied,CUSTODIAN
10/29/2024,12.0,12.0,11.9,11.9,1.48M,Custodian Allied,CUSTODIAN
10/28/2024,12.0,12.0,12.0,12.0,1.43M,Custodian Allied,CUSTODIAN
10/25/2024,12.1,12.05,12.0,12.0,2.52M,Custodian Allied,CUSTODIAN
10/24/2024,12.5,12.25,12.0,12.1,33.72M,Custodian Allied,CUSTODIAN
10/23/2024,12.0,12.5,12.3,12.5,534.55K,Custodian Allied,CUSTODIAN
10/22/2024,11.65,12.0,12.0,12.0,556.83K,Custodian Allied,CUSTODIAN
10/21/2024,11.65,11.65,11.65,11.65,280.56K,Custodian Allied,CUSTODIAN
10/18/2024,11.65,11.65,11.65,11.65,271.95K,Custodian Allied,CUSTODIAN
10/17/2024,11.65,11.65,11.65,11.65,316.35K,Custodian Allied,CUSTODIAN
10/16/2024,12.8,11.65,11.65,11.65,1.10M,Custodian Allied,CUSTODIAN
10/15/2024,12.8,12.8,12.8,12.8,62.05K,Custodian Allied,CUSTODIAN
10/14/2024,12.8,12.8,12.8,12.8,147.96K,Custodian Allied,CUSTODIAN
10/11/2024,12.8,12.8,12.8,12.8,279.25K,Custodian Allied,CUSTODIAN
10/10/2024,12.8,12.8,12.8,12.8,728.91K,Custodian Allied,CUSTODIAN
10/09/2024,12.8,12.8,12.8,12.8,185.14K,Custodian Allied,CUSTODIAN
10/08/2024,12.8,12.8,12.8,12.8,118.48K,Custodian Allied,CUSTODIAN
10/07/2024,12.8,12.8,12.8,12.8,311.87K,Custodian Allied,CUSTODIAN
10/04/2024,12.8,12.8,12.8,12.8,83.44K,Custodian Allied,CUSTODIAN
10/03/2024,12.8,12.8,12.8,12.8,188.62K,Custodian Allied,CUSTODIAN
10/02/2024,12.8,12.8,12.8,12.8,549.30K,Custodian Allied,CUSTODIAN
09/30/2024,12.8,12.8,12.8,12.8,231.82K,Custodian Allied,CUSTODIAN
09/27/2024,13.0,12.8,12.8,12.8,625.57K,Custodian Allied,CUSTODIAN
09/26/2024,13.0,13.0,13.0,13.0,291.54K,Custodian Allied,CUSTODIAN
09/25/2024,13.0,13.0,13.0,13.0,230.03K,Custodian Allied,CUSTODIAN
09/24/2024,13.0,13.0,13.0,13.0,222.96K,Custodian Allied,CUSTODIAN
09/23/2024,13.0,13.0,13.0,13.0,263.77K,Custodian Allied,CUSTODIAN
09/20/2024,13.0,13.0,13.0,13.0,386.44K,Custodian Allied,CUSTODIAN
09/19/2024,13.0,13.0,13.0,13.0,142.36K,Custodian Allied,CUSTODIAN
09/18/2024,13.0,13.0,13.0,13.0,369.69K,Custodian Allied,CUSTODIAN
09/17/2024,13.0,13.0,13.0,13.0,341.21K,Custodian Allied,CUSTODIAN
09/13/2024,14.2,13.0,13.0,13.0,1.71M,Custodian Allied,CUSTODIAN
09/12/2024,14.2,14.2,14.2,14.2,1.92M,Custodian Allied,CUSTODIAN
09/11/2024,13.5,14.75,14.1,14.2,3.75M,Custodian Allied,CUSTODIAN
09/10/2024,12.4,13.5,13.5,13.5,2.44M,Custodian Allied,CUSTODIAN
09/09/2024,12.4,12.4,12.0,12.4,2.24M,Custodian Allied,CUSTODIAN
09/06/2024,11.25,11.3,11.3,11.3,879.17K,Custodian Allied,CUSTODIAN
09/05/2024,11.25,11.25,11.25,11.25,386.14K,Custodian Allied,CUSTODIAN
09/04/2024,11.25,11.25,11.25,11.25,252.69K,Custodian Allied,CUSTODIAN
09/03/2024,11.25,11.25,11.25,11.25,332.93K,Custodian Allied,CUSTODIAN
09/02/2024,11.25,11.25,11.25,11.25,553.31K,Custodian Allied,CUSTODIAN
08/30/2024,11.25,11.25,11.25,11.25,292.10K,Custodian Allied,CUSTODIAN
08/29/2024,11.25,11.25,11.25,11.25,482.35K,Custodian Allied,CUSTODIAN
08/28/2024,11.25,11.25,11.25,11.25,253.52K,Custodian Allied,CUSTODIAN
08/27/2024,11.25,11.25,11.25,11.25,412.01K,Custodian Allied,CUSTODIAN
08/26/2024,11.25,11.25,11.25,11.25,129.02K,Custodian Allied,CUSTODIAN
08/23/2024,11.25,11.25,11.25,11.25,183.20K,Custodian Allied,CUSTODIAN
08/22/2024,11.25,11.25,11.25,11.25,156.14K,Custodian Allied,CUSTODIAN
08/21/2024,11.25,11.25,11.25,11.25,235.53K,Custodian Allied,CUSTODIAN
08/20/2024,11.25,11.25,11.25,11.25,315.20K,Custodian Allied,CUSTODIAN
08/19/2024,11.25,11.25,11.25,11.25,91.84K,Custodian Allied,CUSTODIAN
08/16/2024,11.4,11.4,11.4,11.4,76.54K,Custodian Allied,CUSTODIAN
08/15/2024,11.6,11.4,11.4,11.4,657.47K,Custodian Allied,CUSTODIAN
08/14/2024,11.7,11.6,11.6,11.6,1.13M,Custodian Allied,CUSTODIAN
08/13/2024,11.7,11.7,11.7,11.7,232.16K,Custodian Allied,CUSTODIAN
08/12/2024,11.7,11.7,11.7,11.7,216.42K,Custodian Allied,CUSTODIAN
08/09/2024,12.8,11.95,11.55,11.7,1.40M,Custodian Allied,CUSTODIAN
08/08/2024,12.8,12.8,12.8,12.8,1.38M,Custodian Allied,CUSTODIAN
08/07/2024,12.8,12.8,12.8,12.8,1.47M,Custodian Allied,CUSTODIAN
08/06/2024,12.2,12.8,12.8,12.8,355.40K,Custodian Allied,CUSTODIAN
08/05/2024,12.2,12.2,12.0,12.2,774.75K,Custodian Allied,CUSTODIAN
08/02/2024,11.45,12.2,11.9,12.2,1.61M,Custodian Allied,CUSTODIAN
08/01/2024,11.45,11.45,11.05,11.45,489.61K,Custodian Allied,CUSTODIAN
07/31/2024,11.9,11.45,11.45,11.45,5.50M,Custodian Allied,CUSTODIAN
07/30/2024,11.2,12.1,11.9,11.9,2.13M,Custodian Allied,CUSTODIAN
07/29/2024,10.2,11.2,11.0,11.2,8.87M,Custodian Allied,CUSTODIAN
07/26/2024,10.2,10.2,9.5,10.2,637.48K,Custodian Allied,CUSTODIAN
07/25/2024,9.4,10.2,10.2,10.2,409.79K,Custodian Allied,CUSTODIAN
07/24/2024,9.4,9.4,9.4,9.4,438.85K,Custodian Allied,CUSTODIAN
07/23/2024,10.0,9.5,9.4,9.4,909.12K,Custodian Allied,CUSTODIAN
07/22/2024,10.0,10.0,10.0,10.0,891.49K,Custodian Allied,CUSTODIAN
07/19/2024,9.6,10.0,10.0,10.0,872.82K,Custodian Allied,CUSTODIAN
07/18/2024,9.45,9.95,9.55,9.6,2.65M,Custodian Allied,CUSTODIAN
07/17/2024,9.5,9.6,9.45,9.45,2.14M,Custodian Allied,CUSTODIAN
07/16/2024,9.5,9.5,9.5,9.5,795.81K,Custodian Allied,CUSTODIAN
07/15/2024,9.75,9.55,9.5,9.5,877.50K,Custodian Allied,CUSTODIAN
07/12/2024,9.75,9.75,9.45,9.75,236.28K,Custodian Allied,CUSTODIAN
07/11/2024,9.75,9.85,9.5,9.75,1.17M,Custodian Allied,CUSTODIAN
07/10/2024,9.55,9.75,9.25,9.75,1.84M,Custodian Allied,CUSTODIAN
07/09/2024,9.5,9.7,9.1,9.55,2.55M,Custodian Allied,CUSTODIAN
07/08/2024,9.5,9.8,9.2,9.5,9.44M,Custodian Allied,CUSTODIAN
07/05/2024,9.95,9.95,9.5,9.5,11.32M,Custodian Allied,CUSTODIAN
07/04/2024,9.95,10.5,9.9,9.95,869.43K,Custodian Allied,CUSTODIAN
07/03/2024,9.7,10.0,9.95,9.95,1.67M,Custodian Allied,CUSTODIAN
07/02/2024,9.7,10.4,9.7,9.7,870.96K,Custodian Allied,CUSTODIAN
